X;Y
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
-nan(ind);-nan(ind)
